Nome: PORTO ALEGRE
Codigo Estacao: A801
Latitude: -30.05361111
Longitude: -51.17472221
Altitude: 41.18
Situacao: Operante
Data Inicial: 2018-01-01
Data Final: 2021-12-31
Periodicidade da Medicao: Diaria

Data Medicao;TEMPERATURA MEDIA, DIARIA (AUT)(°C)
2020-07-02;10,220833;
2020-07-03;8,320833;
2020-07-04;10,433333;
2020-07-05;13,708333;
2020-07-06;12,504167;
2020-07-07;12,379167;
2020-07-08;13,8375;
2020-07-09;10,75;
2020-07-10;11,433333;
2020-07-11;13,75;
2020-07-12;13,183333;
2020-07-13;12,620833;
2020-07-14;8,933333;
2020-07-15;7,6625;
2020-07-16;9,9;
2020-07-17;14,320833;
2020-07-18;19,941667;
2020-07-19;22,520833;
2020-07-20;21,254167;
2020-07-21;20,916667;
2020-07-22;21,345833;
2020-07-23;21,779167;
2020-07-24;20,570833;
2020-07-25;11,408333;
2020-07-26;11,708333;
2020-07-27;14,370833;
2020-07-28;11,304167;
2020-07-29;8,675;
2020-07-30;8,975;
2020-07-31;14,3125;
2020-08-01;17,083333;
2020-08-02;18,0625;
2020-08-03;19,166667;
2020-08-04;19,425;
2020-08-05;18,183333;
2020-08-06;19,033333;
2020-08-07;17,55;
2020-08-08;15,2125;
2020-08-09;17,179167;
2020-08-10;21,0375;
2020-08-11;14,379167;
2020-08-12;9,5;
2020-08-13;13,541667;
2020-08-14;16,320833;
2020-08-15;17,3375;
2020-08-16;13,995833;
2020-08-17;13,675;
2020-08-18;17,35;
2020-08-19;15,370833;
2020-08-20;9,883333;
2020-08-21;8,5875;
2020-08-22;9,8625;
2020-08-23;13,8125;
2020-08-24;17,683333;
2020-08-25;18,945833;
2020-08-26;20,829167;
2020-08-27;21,441667;
2020-08-28;17,525;
2020-08-29;21,729167;
2020-08-30;13,604167;
2020-08-31;11,495833;
2020-09-01;13,45;
2020-09-02;19,225;
2020-09-03;14,004167;
2020-09-04;14,133333;
2020-09-05;12,9;
2020-09-06;14,979167;
2020-09-07;14,466667;
2020-09-08;17,05;
2020-09-09;20,5625;
2020-09-10;19,25;
2020-09-11;18,425;
2020-09-12;17,125;
2020-09-13;18,7625;
2020-09-14;16,008333;
2020-09-15;12,7125;
2020-09-16;16,254167;
2020-09-17;17,9;
2020-09-18;19,4875;
2020-09-19;16,308333;
2020-09-20;12,579167;
2020-09-21;12,075;
2020-09-22;12,8625;
2020-09-23;17,254167;
2020-09-24;20,670833;
2020-09-25;20,883333;
2020-09-26;20,329167;
2020-09-27;20,729167;
2020-09-28;18,733333;
2020-09-29;17,266667;
2020-09-30;20,004167;
2020-10-01;22,925;
2020-10-02;19,033333;
2020-10-03;13,033333;
2020-10-04;15,179167;
2020-10-05;19,383333;
2020-10-06;16,845833;
2020-10-07;16,408333;
2020-10-08;18,295833;
2020-10-09;17,483333;
2020-10-10;16,704167;
2020-10-11;17,491667;
2020-10-12;20,3375;
2020-10-13;17,7625;
2020-10-14;17,820833;
2020-10-15;18,141667;
2020-10-16;20,2;
2020-10-17;20,1;
